MINFILNO,RANK,NAME
082FSE008,4,"GOLDEN KING (L.3624)"
082FSE008,5,"GEM (L.3631)"
082FSE008,6,"ANNIE G (L.6339)"
082FSE009,1,"COLUMBIA"
082FSE009,2,"T.J."
082FSE009,3,"GOLDEN FLEECE"
082FSE009,4,"GOLDEN BUG"
082FSE009,5,"SCORGIE"
082FSE009,6,"LUKE"
082FSE010,1,"LAKEVIEW (L.14227)"
082FSE010,2,"SANCA"
082FSE011,1,"GIANT"
082FSE011,2,"MIDGET"
082FSE011,3,"PRIEST FALLS"
082FSE012,1,"HOMESTAKE"
082FSE012,2,"T.J. 3-6"
082FSE012,3,"LUKE"
082FSE012,4,"RED MOUNTAIN"
082FSE012,5,"WALLINGER"
082FSE012,6,"BADGER M.C."
082FSE013,1,"KID 3"
082FSE013,2,"BOO"
082FSE013,3,"GOBI"
082FSE013,4,"LINC"
082FSE014,1,"GOLDEN CAP (L.5544)"
082FSE014,2,"CPR"
082FSE014,3,"KITCHENER IRON ORE DEPOSITS"
082FSE014,4,"IRON RANGE SHOWINGS"
082FSE015,1,"UNION JACK (L.5765)"
082FSE015,2,"CPR"
082FSE015,3,"KITCHENER IRON ORE DEPOSITS"
082FSE015,4,"IRON RANGE SHOWINGS"
082FSE016,1,"AMERICAN FLAG (L.5767)"
082FSE016,2,"CPR"
082FSE016,3,"KITCHENER IRON ORE DEPOSITS"
082FSE016,4,"IRON RANGE SHOWINGS"
082FSE017,1,"O-RAY (L.5768)"
082FSE017,2,"ORAY"
082FSE017,3,"CPR"
082FSE017,4,"KITCHENER IRON ORE DEPOSITS"
082FSE017,5,"IRON RANGE SHOWINGS"
082FSE018,1,"MAPLE LEAF (L.5772)"
082FSE018,2,"CPR"
082FSE018,3,"IRON RANGE SHOWINGS"
082FSE018,4,"KITCHENER IRON ORE DEPOSITS"
082FSE019,1,"KEEPSAKE (L.5774)"
082FSE019,2,"CPR"
082FSE019,3,"IRON RANGE SHOWINGS"
082FSE019,4,"KITCHENER IRON ORE DEPOSITS"
082FSE020,1,"RHODESIA (L.5775)"
082FSE020,2,"CPR"
082FSE020,3,"IRON RANGE SHOWINGS"
082FSE020,4,"KITCHENER IRON ORE DEPOSITS"
082FSE021,1,"LA GRANDE (L.5776)"
082FSE021,2,"CPR"
082FSE021,3,"IRON RANGE SHOWINGS"
082FSE021,4,"KITCHENER IRON ORE DEPOSITS"
082FSE022,1,"CRACKER JACK (L.5778)"
082FSE022,2,"CPR"
082FSE022,3,"IRON RANGE SHOWINGS"
082FSE022,4,"KITCHENER IRON ORE DEPOSITS"
082FSE023,1,"DAKOTA (L.5783)"
082FSE023,2,"CPR"
082FSE023,3,"IRON RANGE SHOWINGS"
082FSE023,4,"KITCHENER IRON ORE DEPOSITS"
082FSE024,1,"IDAHO (L.5784)"
082FSE024,2,"CPR"
082FSE024,3,"IRON RANGE SHOWINGS"
082FSE024,4,"KITCHENER IRON ORE DEPOSITS"
082FSE025,1,"PACIFIC (L.5786)"
082FSE025,2,"CPR"
082FSE025,3,"IRON RANGE SHOWINGS"
082FSE025,4,"KITCHENER IRON ORE DEPOSITS"
082FSE026,1,"AGNES (L.5790)"
082FSE026,2,"CPR"
082FSE026,3,"IRON RANGE SHOWINGS"
082FSE026,4,"KITCHENER IRON ORE DEPOSITS"
082FSE026,5,"RAMBLER"
082FSE027,1,"NIAGARA"
082FSE027,2,"CPR (L.12535)"
082FSE027,3,"IRON RANGE SHOWINGS"
082FSE027,4,"KITCHENER IRON ORE DEPOSITS"
082FSE028,1,"CONSTELLATION (L.9699)"
082FSE028,2,"CPR"
082FSE028,3,"IRON RANGE SHOWINGS"
082FSE028,4,"KITCHENER IRON ORE DEPOSITS"
082FSE029,1,"PROSPECTOR'S DREAM (L.3772A)"
082FSE030,1,"BAYONNE (L.5083)"
082FSE030,2,"OXFORD (L.5084)"
082FSE030,3,"MARYLAND (L.5085)"
082FSE030,4,"DELAWARE (L.5960)"
082FSE030,5,"COLUMBUS (L.5961)"
082FSE030,6,"OHIO (L.5962)"
082FSE030,7,"KENTUCKY (L.5966)"
082FSE030,8,"NEW JERSEY (L.5967)"
082FSE030,9,"VIRGINIA (L.6887)"
082FSE030,10,"ILLINOIS (L.6888)"
082FSE030,11,"SKOOKUM (L.9360)"
082FSE031,1,"ECHO (L.13014)"
082FSE031,2,"BAYONNE (L.5083)"
082FSE031,3,"ECHO FR. (L.13015)"
082FSE031,4,"ONTARIO (L.13016)"
082FSE031,5,"PORTLAND (L.13017)"
082FSE031,6,"ST. ELMO (L.13018)"
082FSE031,7,"IDAHO (L.13019)"
082FSE032,1,"SPOKANE"
082FSE032,2,"DENMIN"
082FSE032,3,"SPOKANE NO. 1"
082FSE032,4,"INTERNATIONAL"
082FSE032,5,"CONTINENTAL"
082FSE032,6,"GRANITE"
082FSE032,7,"TIMBERLINE"
082FSE033,1,"MONTANA (L.10778)"
082FSE033,2,"JOHN"
082FSE034,1,"SUMMIT BELL (L.10777)"
082FSE034,2,"MAGGIE AIKENS (L.10776)"
082FSE034,3,"MICHIGAN (L.10775)"
082FSE035,1,"VIRGINIA (L.6887)"
082FSE035,2,"OHIO (L.5962)"
082FSE035,3,"VIRGINIA"
082FSE035,4,"BAYONNE"
082FSE035,5,"MAY 1"
082FSE035,6,"YVONNE"
082FSE036,1,"WISCONSIN (L.2928)"
082FSE036,2,"LUCKY STRIKE (L.2929)"
082FSE036,3,"DI"
082FSE036,4,"WIS"
082FSE036,5,"LIS"
082FSE036,6,"AERIELLE"
082FSE036,7,"BELKAP"
082FSE036,8,"STRATHCONA"
082FSE037,1,"IVA FERN"
082FSE037,2,"FERN (L.12656)"
082FSE037,3,"STANDARD (L.12658)"
082FSE038,1,"VALPARAISO"
082FSE038,2,"GOVERNMENT (L.4908)"
082FSE038,3,"SANCA"
082FSE038,4,"VALLPARASO (L.4907)"
082FSE039,1,"GOLD BASIN"
082FSE039,2,"GERMAN BASIN"
082FSE040,1,"EMPIRE STATE"
082FSE041,1,"VIRGINIA (L.7055)"
082FSE041,2,"OHIO (L.7056)"
082FSE041,3,"DELAWARE"
082FSE041,4,"DELAWARE NO. 2 (L.7054)"
082FSE042,1,"CRESTON HILL"
082FSE043,1,"MAY-BEE"
082FSE044,1,"HOPE"
082FSE044,2,"HOPE OF DISCOVERY"
082FSE045,1,"COPPER CANYON"
082FSE046,1,"MB"
082FSE047,1,"OTTO SILVER"
082FSE048,1,"COPPER RIDGE"
082FSE048,2,"LOST MINE"
082FSE048,3,"COPPER PEAK"
082FSE048,4,"SHERPA"
082FSE048,5,"KATIE"
082FSE049,1,"NORTH WIND"
082FSE049,2,"CARIBOU"
082FSE049,3,"ARKANSAW"
082FSE049,4,"CANYON"
082FSE049,5,"VIRGINIA"
082FSE050,1,"KING"
082FSE050,2,"KING NO. 1"
082FSE051,1,"BOB"
082FSE051,2,"ELSIE HOLMES (L.8393)"
082FSE052,1,"AUREA"
082FSE053,1,"COPPER QUEEN"
082FSE054,1,"CANADA BELLE"
082FSE054,2,"NORTH STAR"
082FSE054,3,"MARYLAND"
082FSE054,4,"Y.S."
082FSE054,5,"SILVER KING"
082FSE055,1,"SARAH 2ND"
082FSE055,2,"IMPERIAL"
082FSE055,3,"MARATT"
082FSE055,4,"SARAH B"
082FSE055,5,"VALPARAISO"
082FSE055,6,"SARAH"
082FSE056,1,"CULTUS CREEK"
082FSE056,2,"ELSIE"
082FSE056,3,"ANN"
082FSE056,4,"DON"
082FSE057,1,"COUNTRY GIRL"
082FSE057,2,"SANCA MINES LTD."
082FSE057,3,"SANCA"
082FSE058,1,"IOLANTHE"
082FSE058,2,"SANCA"
082FSE059,1,"EBOR"
082FSE060,1,"ROYAL"
082FSE061,1,"ALFRED"
082FSE061,2,"JOSEPHINE"
082FSE061,3,"BELLEVIEW"
082FSE061,4,"ROBIN"
082FSE061,5,"NICKEL PLATE"
082FSE061,6,"WYNNDELL"
082FSE062,1,"CALIFORNIA"
082FSE063,1,"GOAT MOUNTAIN"
082FSE064,1,"ROYAL CROWN"
082FSE064,2,"MOYIE RIVER MINING"
082FSE065,1,"YELLOW METAL"
082FSE065,2,"HAWK"
082FSE065,3,"ZINGER"
082FSE065,4,"HEART LAKE"
082FSE066,1,"PRINCESS (L.14285)"
082FSE066,2,"VICTORIA (L.14284)"
082FSE066,3,"PRINCE (L.14286)"
082FSE066,4,"MONARCH (L.14287)"
082FSE067,1,"PEGGY"
082FSE068,1,"OPTION"
082FSE068,2,"SKY"
082FSE068,3,"HAZEL"
082FSE068,4,"ALDRIDGE"
082FSE068,5,"SON OF CAPTAIN"
082FSE069,1,"BLUE RAIN"
082FSE070,1,"VIEW"
082FSE071,1,"MIKE"
082FSE071,2,"MIKE 1"
082FSE071,3,"MIKE 2"
082FSE071,4,"CRESTON AREA KYANITE"
082FSE072,1,"SIRDAR"
082FSE072,2,"SIRDAR GRANITE (L.14521)"
082FSE072,3,"ATBARA QUARRY"
082FSE072,4,"INTERNATIONAL MARBLE AND STONE"
082FSE072,5,"KOOTENAY GRANITE"
082FSE072,6,"IMASCO"
082FSE072,7,"GREY ROYAL"
082FSE073,1,"TIGAR 1"
082FSE074,1,"ICE"
082FSE075,1,"SENASAEL"
082FSE076,1,"BLACKMORE"
082FSE077,1,"MCPEAK"
082FSE077,2,"LAURA"
082FSE078,1,"HARRIS"
082FSE078,2,"WALL"
082FSE078,3,"SILVER WALL"
082FSE079,1,"LUCKY"
082FSE080,1,"MOTHERLODE"
082FSE081,1,"PEANUT"
082FSE082,1,"HUMDINGER & HUNKADORA"
082FSE082,2,"HUNKADORA"
082FSE082,3,"CULTUS CREEK"
082FSE082,4,"DON"
082FSE083,1,"SKYLARK"
082FSE083,2,"HOMESTAKE"
082FSE083,3,"PARK"
082FSE083,4,"VICTORIA"
082FSE084,1,"WEAVER CREEK"
082FSE085,1,"WELLINGTON"
082FSE085,2,"MASCOT"
082FSE085,3,"ECLIPSE"
082FSE086,1,"HAWK"
082FSE087,1,"MARK"
082FSE087,2,"PERRY CREEK"
082FSE088,1,"CRESTON CLAY"
082FSE089,1,"STAR (WEST)"
082FSE089,2,"STAR NO. 1"
082FSE089,3,"STAR"
082FSE090,1,"BLACK DOUGLAS"
082FSE090,2,"WIS 4"
082FSE091,1,"MIDGE CREEK"
082FSE092,1,"GREAT WAR"
082FSE092,2,"IRON RANGE SHOWINGS"
082FSE093,1,"SARAH"
082FSE093,2,"RUBY"
