MINFILNO,RANK,NAME
092HNE020,7,"RABBITT"
092HNE020,8,"LLOYD GEORGE"
092HNE021,1,"LLOYD GEORGE"
092HNE022,1,"EL ALAMEIN"
092HNE022,2,"WILDCAT"
092HNE022,3,"BRITTON"
092HNE023,1,"TOTEM POLE"
092HNE023,2,"TB"
092HNE024,1,"LUCKY STRIKE"
092HNE024,2,"DC"
092HNE024,3,"JURA"
092HNE025,1,"DRY CREEK"
092HNE025,2,"SNOW"
092HNE025,3,"SWAN 6-7"
092HNE025,4,"ADAM 5"
092HNE026,1,"HEMATITE"
092HNE026,2,"FK"
092HNE026,3,"PAT"
092HNE027,1,"DECANO"
092HNE027,2,"CAMP"
092HNE027,3,"GLEN LAKE"
092HNE027,4,"SPIRIT"
092HNE027,5,"CMS"
092HNE028,1,"MABEL"
092HNE028,2,"ROSSO"
092HNE028,3,"LORI"
092HNE028,4,"SIWASH SILVER"
092HNE028,5,"SPA"
092HNE028,6,"CAMP"
092HNE029,1,"ANNIE OAKLEY"
092HNE029,2,"WART"
092HNE029,3,"DUCHESS"
092HNE030,1,"EL PASO"
092HNE030,2,"PEM"
092HNE030,3,"RHS"
092HNE030,4,"ELK"
092HNE031,1,"BLUE STONE"
092HNE031,2,"FIX"
092HNE031,3,"SIWASH SILVER"
092HNE032,1,"SNOWSTORM"
092HNE032,2,"THREE ADIT GAP"
092HNE032,3,"MONTY"
092HNE032,4,"LUCKY STRIKE"
092HNE032,5,"AMIE"
092HNE032,6,"AMANDA"
092HNE032,7,"SIWASH SILVER"
092HNE032,8,"E.J.A."
092HNE032,9,"B.H."
092HNE032,10,"H.J.B."
092HNE032,11,"OWEN"
092HNE032,12,"CLAREMONT"
092HNE032,13,"CHICAGO"
092HNE033,1,"JESSIE"
092HNE034,1,"KATHLEEN MOUNTAIN"
092HNE034,2,"DISKO"
092HNE034,3,"LEAP"
092HNE034,4,"RAT"
092HNE034,5,"TC"
092HNE035,1,"ALLISON CREEK LIMESTONE"
092HNE035,2,"OLIPHANT MOUNTAIN"
092HNE035,3,"DISTRICT LOT 1186"
092HNE036,1,"COPPER STAR"
092HNE036,2,"DOR"
092HNE036,3,"V.V. AND E."
092HNE036,4,"DOR 19,29"
092HNE036,5,"ASPEN GROVE"
092HNE037,1,"CINDY 2"
092HNE037,2,"THOR 14"
092HNE037,3,"CINDY 2-4"
092HNE037,4,"SADIM 1"
092HNE038,1,"CATHY"
092HNE038,2,"J AND L"
092HNE039,1,"IRA"
092HNE039,2,"IRISH BRITCO"
092HNE039,3,"MARA"
092HNE039,4,"KIKA"
092HNE039,5,"ALPHA"
092HNE039,6,"IRISH CREEK"
092HNE040,1,"AXE (SOUTH ZONE)"
092HNE040,2,"MID ZONE"
092HNE040,3,"OHIO"
092HNE041,1,"ELK (END ZONE)"
092HNE041,2,"SIWASH LAKE"
092HNE041,3,"ELK"
092HNE041,4,"SIWASH LAKE (SOUTH)"
092HNE042,1,"DILLARD ZONE"
092HNE042,2,"NORTHWEST TRENCHES"
092HNE042,3,"FIX"
092HNE042,4,"SIWASH SILVER"
092HNE042,5,"SILVER"
092HNE043,1,"MARN 16"
092HNE043,2,"MARN 18"
092HNE043,3,"KEL-GLEN"
092HNE043,4,"MARN 9"
092HNE043,5,"NORTH BRENDA"
092HNE043,6,"PINNACLE"
092HNE043,7,"KOM"
092HNE043,8,"PEN 3"
092HNE044,1,"EMPRESS"
092HNE044,2,"WEST EMPRESS"
092HNE044,3,"PRESS"
092HNE045,1,"SELISH MOUNTAIN"
092HNE045,2,"GEO"
092HNE045,3,"J 1-6"
092HNE046,1,"B AND R"
092HNE046,2,"DAWN"
092HNE046,3,"MOUNT THYNNE"
092HNE046,4,"GEORGE"
092HNE047,1,"BRENDA"
092HNE047,2,"BRENDA MINE"
092HNE047,3,"COPPER KING"
092HNE048,1,"BERN"
092HNE048,2,"LITE"
092HNE048,3,"NORTH BRENDA"
092HNE049,1,"GOLDEN 2"
092HNE049,2,"EJ"
092HNE049,3,"HG 5"
092HNE050,1,"OK"
092HNE050,2,"COP"
092HNE050,3,"BSM"
092HNE050,4,"PIP"
092HNE050,5,"RABBIT"
092HNE050,6,"SWAN 10"
092HNE050,7,"1516"
092HNE051,1,"CRESCENT LAKE"
092HNE051,2,"TRAVIS"
092HNE051,3,"MOSS"
092HNE051,4,"CHUB"
092HNE051,5,"MYRTLE"
092HNE051,6,"DIK"
092HNE051,7,"LEN"
092HNE052,1,"TAB"
092HNE052,2,"BLUEJAY"
092HNE052,3,"SNOWFLAKE"
092HNE052,4,"KM"
092HNE052,5,"BAT"
092HNE052,6,"GROVE"
092HNE052,7,"TAB 1-5"
092HNE053,1,"HIT"
092HNE053,2,"HIT 1"
092HNE053,3,"HIT AND MISS"
092HNE054,1,"GOLDEN 1"
092HNE054,2,"EJ"
092HNE055,1,"PRIMER (SOUTH ZONE)"
092HNE055,2,"DILL"
092HNE055,3,"PRIME"
092HNE055,4,"OC"
092HNE055,5,"PRIMER 21"
092HNE056,1,"PRIMER (NORTH ZONE)"
092HNE056,2,"PRIME"
092HNE056,3,"OB"
092HNE056,4,"KING GEORGE"
092HNE057,1,"MAC"
092HNE058,1,"HN-WEN"
092HNE058,2,"HILL 2,4,11,13"
092HNE058,3,"ECHO"
092HNE058,4,"HILL 1-20"
092HNE059,1,"ECHO 83-85,51"
092HNE059,2,"HILL 256"
092HNE059,3,"KEV 70"
092HNE059,4,"LUCK"
092HNE059,5,"LADY"
092HNE059,6,"ECHO 61-63"
092HNE059,7,"ECHO 68-69"
092HNE060,1,"TOE"
092HNE060,2,"TONI"
092HNE060,3,"TOEY"
092HNE060,4,"RORY"
092HNE061,1,"JUNE"
092HNE061,2,"QUIL"
092HNE061,3,"SNOWFLAKE 7"
092HNE062,1,"WOG"
092HNE062,2,"GOW"
092HNE063,1,"AMANDA"
092HNE063,2,"SIWASH SILVER"
092HNE063,3,"PAT"
092HNE064,1,"ST. GEORGE (L.259)"
092HNE064,2,"LAW'S CAMP"
092HNE064,3,"RAMBLER"
092HNE065,1,"ST. LAWRENCE (L.258)"
092HNE065,2,"LAW'S CAMP"
092HNE065,3,"RAMBLER"
092HNE065,4,"SIMILKAMEEN MINING"
092HNE066,1,"LIVERPOOL (L.1188)"
092HNE066,2,"CHICAGO (L.260)"
092HNE066,3,"LAW'S CAMP"
092HNE066,4,"RAMBLER"
092HNE066,5,"MARCOTTE"
092HNE066,6,"SIMILKAMEEN MINING"
092HNE067,1,"MARCOTTE"
092HNE067,2,"GRASSHOPPER"
092HNE068,1,"DAWN"
092HNE068,2,"B AND R"
092HNE068,3,"MOUNT THYNNE"
092HNE068,4,"GEORGE"
092HNE069,1,"BONANZA QUEEN (L.72)"
092HNE069,2,"NEVADA (L.79)"
092HNE069,3,"GRASSHOPPER"
092HNE069,4,"FAMOUS"
092HNE070,1,"ENNISKILLEN"
092HNE070,2,"KIRBY"
092HNE070,3,"BRITTON"
092HNE071,1,"GAVIN CREEK"
092HNE071,2,"ELUSIVE CREEK"
092HNE071,3,"SIWASH SILVER"
092HNE072,1,"GOLDEN SOVEREIGN (L.1528)"
092HNE072,2,"BIG DUTCHMAN (L.1531)"
092HNE072,3,"YANKEE (L.1530)"
092HNE072,4,"SOVEREIGN"
092HNE073,1,"BIG SIOUX"
092HNE073,2,"SHEAR"
092HNE073,3,"HIGHWAY"
092HNE073,4,"GIANT"
092HNE073,5,"HALO"
092HNE073,6,"BROACH"
092HNE073,7,"BILL"
092HNE073,8,"TOUCH"
092HNE073,9,"HAVEROEN"
092HNE073,10,"SHEAR 100"
092HNE073,11,"HW"
092HNE073,12,"BALD HILL"
092HNE073,13,"BIG KIDD"
092HNE074,1,"BIG KIDD"
092HNE074,2,"GIANT"
092HNE074,3,"BIG KIDD BRECCIA"
092HNE074,4,"BIG KID BRECCIA"
092HNE074,5,"AJAX"
092HNE074,6,"BROATCH"
092HNE074,7,"CORKY"
092HNE074,8,"HAVEROEN"
092HNE074,9,"SHEAR"
092HNE074,10,"HALO"
092HNE074,11,"DOTE 9-10"
092HNE075,1,"MAGGIE"
092HNE075,2,"SHEAR 100"
092HNE075,3,"TOUCH 2-4"
092HNE075,4,"BALD HILL"
092HNE075,5,"EX"
092HNE075,6,"HALO 200-600"
092HNE075,7,"GIANT"
092HNE076,1,"BIG KID (L.1405)"
092HNE076,2,"DOTE 10"
092HNE076,3,"HALO"
092HNE076,4,"CORKY"
092HNE076,5,"HAVEROEN"
092HNE076,6,"HALO 6"
092HNE076,7,"BROATCH 3-4"
092HNE076,8,"TOP 2"
092HNE077,1,"BLUE BIRD"
092HNE077,2,"BLUEBIRD"
092HNE077,3,"CORKY"
092HNE077,4,"HALO"
092HNE077,5,"TOUCH"
092HNE077,6,"DOTE"
092HNE078,1,"DOTE 9"
092HNE078,2,"COPPER BELLE"
092HNE078,3,"HALO"
092HNE078,4,"BROATCH"
092HNE078,5,"CORKY"
092HNE079,1,"COPPER STANDARD (L.1403)"
092HNE079,2,"AK"
092HNE079,3,"PAY"
092HNE079,4,"HALO 100"
092HNE079,5,"LEY 1-3"
092HNE080,1,"GOLDEN GATE (L.1332)"
092HNE080,2,"MEDAL FRACTION (L.1540)"
092HNE080,3,"METAL FRACTION"
092HNE080,4,"AK"
092HNE080,5,"PAY"
092HNE080,6,"LEY 1-3"
092HNE081,1,"EMERALD"
092HNE081,2,"AK"
092HNE081,3,"ANOMALY D"
092HNE081,4,"LEY 3"
092HNE082,1,"GEORGIA (L.1101)"
092HNE082,2,"LYTTON"
092HNE082,3,"EMERALD"
092HNE082,4,"MONTE MIRA"
092HNE082,5,"MIRA MONTE"
092HNE082,6,"ABE"
092HNE082,7,"LEY 3"
092HNE083,1,"BANK OF ENGLAND (L.1130)"
092HNE083,2,"Q"
092HNE083,3,"CINCINNATTI"
092HNE083,4,"AG"
092HNE083,5,"AL 1"
092HNE083,6,"KEN"
092HNE084,1,"PAYCINCI"
092HNE084,2,"CINCINNATTI (L.1127)"
092HNE084,3,"COPPER JACK (L.1189)"
092HNE084,4,"NOBLE FIVE (L.1131)"
092HNE084,5,"PAY"
092HNE084,6,"PAYCO"
092HNE084,7,"LISA"
092HNE084,8,"MICKEY"
092HNE084,9,"FAIRWEATHER HILLS"
092HNE084,10,"AL 1"
092HNE084,11,"SHERWIN"
092HNE084,12,"KEN"
092HNE085,1,"LITTLE LOTTIE (L.1190)"
092HNE085,2,"HAPPY JACK (L.1187)"
092HNE085,3,"LOTTIE FRACTION (L.1191)"
092HNE085,4,"FINN"
092HNE085,5,"KEN"
092HNE085,6,"AL"
092HNE085,7,"PAYCO 1-2"
092HNE086,1,"TOM CAT (L.1517)"
092HNE086,2,"PYRAMID"
092HNE087,1,"BOOMERANG (L.1541)"
092HNE087,2,"BLUEY"
092HNE087,3,"BLOO"
092HNE087,4,"KENTUCKY"
092HNE087,5,"ALSCOPE"
092HNE087,6,"OREAPHEMIA (L.1542)"
092HNE087,7,"TOM CAT"
092HNE088,1,"PORTLAND (L.1124)"
092HNE088,2,"PORTLAND MINING COMPANY"
092HNE088,3,"QUEBEC (L.1126)"
092HNE088,4,"COVINGTON (L.1123)"
092HNE088,5,"VICKSBURG (L.1125)"
092HNE088,6,"PYRAMID"
092HNE088,7,"TOM CAT"
092HNE089,1,"BUNKER HILL"
092HNE089,2,"BLOO"
092HNE089,3,"NOR"
092HNE090,1,"NOR 30"
092HNE090,2,"VANCOUVER"
092HNE090,3,"VICTORIA"
092HNE090,4,"WESTMINSTER"
092HNE090,5,"CLIMAX"
092HNE090,6,"BOSS"
092HNE090,7,"BLUEY 2"
092HNE091,1,"DAISY"
092HNE091,2,"JOSEE"
092HNE091,3,"THOR 9"
092HNE092,1,"SHAMROCK"
092HNE092,2,"SHANNON"
092HNE092,3,"ESTHER"
092HNE092,4,"WARM"
092HNE092,5,"NELLIE 8"
092HNE092,6,"THOR"
092HNE093,1,"PRINCETON COAL"
092HNE093,2,"UP"
092HNE094,1,"COLLINS GULCH"
092HNE094,2,"BEAR'S DEN"
092HNE094,3,"FRASER GULCH"
092HNE094,4,"TULAMEEN COAL"
092HNE094,5,"TULAMEEN"
092HNE095,1,"SADIM"
092HNE095,2,"RUM"
092HNE096,1,"ELK"
092HNE096,2,"ELK (SIWASH NORTH)"
092HNE096,3,"SIWASH NORTH"
092HNE096,4,"DUCHESS"
092HNE096,5,"B"
092HNE096,6,"WD"
092HNE096,7,"GCW"
092HNE096,8,"FAR WEST"
092HNE097,1,"RED GOLD"
092HNE097,2,"ROCKET"
092HNE097,3,"CHAMPION CREEK"
092HNE097,4,"OKANAGAN"
092HNE097,5,"NICKEL PLATE"
092HNE097,6,"GALARNEAU"
092HNE098,1,"PACO"
092HNE098,2,"JUNE"
092HNE098,3,"SIWASH SILVER"
092HNE098,4,"SOUTH SILVER"
092HNE098,5,"AMANDA"
092HNE098,6,"PAT"
092HNE099,1,"RUM"
092HNE099,2,"COKE"
092HNE099,3,"KR"
092HNE099,4,"ANOMALY B"
092HNE099,5,"KETCHAN CREEK COPPER"
092HNE099,6,"COKE 5-8"
092HNE100,1,"HED"
092HNE100,2,"ISINTOK"
092HNE101,1,"ROK"
092HNE101,2,"EN2"
092HNE102,1,"DD"
092HNE102,2,"J"
092HNE102,3,"LAURA"
092HNE102,4,"RUSH"
092HNE103,1,"DEX"
092HNE103,2,"ESP"
092HNE103,3,"RED BOX"
092HNE103,4,"THOR 4"
092HNE103,5,"RUM 4"
092HNE104,1,"FK"
092HNE104,2,"PAT"
092HNE105,1,"BLUE JAY"
092HNE105,2,"SNOWFLAKE"
092HNE105,3,"GROVE"
092HNE105,4,"KM"
092HNE105,5,"SNOWFLAKE 3"
092HNE106,1,"BO"
092HNE106,2,"EJ"
092HNE106,3,"VARGAS"
092HNE106,4,"HIT 2"
092HNE107,1,"RABBIT"
092HNE107,2,"APRIL"
092HNE107,3,"BSM"
092HNE107,4,"ADAM 1"
092HNE107,5,"AXE"
092HNE108,1,"TC"
092HNE108,2,"SPRING"
092HNE108,3,"FORK"
092HNE108,4,"PO"
092HNE109,1,"DAGO"
092HNE109,2,"OX"
092HNE109,3,"CAT"
092HNE109,4,"DAGO-OPEN"
092HNE110,1,"NELLIE 28"
092HNE110,2,"PRIME"
092HNE110,3,"PRIMER"
092HNE110,4,"OB"
092HNE111,1,"SIWASH"
092HNE111,2,"SIWASH CREEK COPPER"
092HNE111,3,"COPPER"
092HNE111,4,"ELK"
092HNE112,1,"LORRY"
092HNE112,2,"SP"
092HNE112,3,"DILLARD"
092HNE113,1,"FAN"
092HNE113,2,"ON"
092HNE113,3,"JB"
092HNE113,4,"J.B."
092HNE114,1,"PIP"
092HNE114,2,"OK"
092HNE114,3,"ZONE A"
092HNE114,4,"1516"
092HNE114,5,"AXE"
092HNE115,1,"KETCHAN LAKE NORTH"
092HNE115,2,"LOG"
092HNE115,3,"STRIKE"
092HNE115,4,"LORNA"
092HNE115,5,"MISSEZULA LAKE"
092HNE116,1,"P"
092HNE116,2,"LAKE"
092HNE117,1,"TOP"
092HNE117,2,"KIMBLE 1"
092HNE118,1,"NORTH MDA"
092HNE118,2,"MDA"
092HNE118,3,"CORB"
092HNE118,4,"THOR 12"
092HNE118,5,"KETCHAN SOUTHEAST"
092HNE118,6,"KETCHAN SE"
092HNE119,1,"EJ"
092HNE119,2,"ROADBLOCK"
092HNE119,3,"EJ 24"
092HNE119,4,"MS"
092HNE120,1,"AT"
092HNE120,2,"ACE"
092HNE120,3,"SUN"
092HNE120,4,"SYM"
092HNE121,1,"AL"
092HNE121,2,"ANITA"
092HNE122,1,"SOUTH COPPER"
092HNE122,2,"INTERNATIONAL (L.283)"
092HNE122,3,"KLOCKMAN"
092HNE122,4,"BOULDER MOUNTAIN"
092HNE122,5,"RABBITT"
092HNE123,1,"MID COPPER"
092HNE123,2,"BOULDER MOUNTAIN"
092HNE123,3,"RABBITT"
092HNE124,1,"STAR"
092HNE124,2,"TOBA"
092HNE124,3,"DILLARD"
092HNE125,1,"DOT"
092HNE126,1,"CINDY"
092HNE126,2,"ESP"
092HNE126,3,"THOR 14"
092HNE126,4,"THOR 3-4"
092HNE126,5,"CINDY 13-19"
092HNE127,1,"B AND R NO. 3"
092HNE127,2,"DAWN"
092HNE127,3,"MOUNT THYNNE"
092HNE127,4,"GEORGE"
092HNE128,1,"D"
092HNE128,2,"R"
092HNE128,3,"CREEK ZONE"
092HNE129,1,"WHY"
092HNE129,2,"LAW"
092HNE129,3,"SKARN"
092HNE129,4,"SLO"
092HNE130,1,"BOSS"
092HNE130,2,"THOR"
092HNE130,3,"THALIA"
092HNE130,4,"ADONIS"
092HNE130,5,"BOSS 132"
092HNE130,6,"ZIG"
092HNE131,1,"ESP"
092HNE131,2,"KETCHAN 3"
092HNE131,3,"ESP 34"
092HNE132,1,"CONGLIN CREEK"
092HNE132,2,"MISS"
092HNE132,3,"THOR 10-11"
092HNE132,4,"KARA"
092HNE133,1,"LATE"
092HNE133,2,"BUCK"
092HNE134,1,"BUCK"
092HNE134,2,"ELK 28"
092HNE135,1,"WHERE SOUTHWEST"
092HNE135,2,"WHERE 3"
092HNE135,3,"CHEV"
092HNE136,1,"WHERE NORTHEAST"
092HNE136,2,"WHERE 3"
092HNE136,3,"CHEV"
092HNE137,1,"DUCHESS"
092HNE137,2,"AGUR"
092HNE137,3,"BEND 99,100"
092HNE138,1,"CROW-REA"
092HNE138,2,"LORI"
092HNE138,3,"CRO-MUR"
092HNE138,4,"WEBB SITE"
092HNE138,5,"FLOAT TRAIN"
092HNE138,6,"MOR"
092HNE138,7,"LORNA JUDGE"
092HNE138,8,"LOST CHAIN"
092HNE138,9,"CROW REA"
092HNE139,1,"ANITA 11"
092HNE139,2,"SADIM 6"
092HNE140,1,"DEX 2"
092HNE140,2,"THOR 4"
092HNE140,3,"RUM 4"
092HNE141,1,"FREDDY B (L.1521)"
092HNE141,2,"DANNY 1"
092HNE141,3,"RAMBLER"
092HNE141,4,"LOTUS"
092HNE142,1,"AXE (WEST ZONE)"
092HNE142,2,"ADONIS"
092HNE143,1,"AXE (ADIT ZONE)"
092HNE143,2,"ADONIS"
092HNE144,1,"AU-WEN"
092HNE144,2,"AU"
092HNE144,3,"NESBITT"
092HNE144,4,"AU PYRAMID"
092HNE144,5,"AU 1-5"
092HNE144,6,"FLIM"
092HNE144,7,"FLAM"
092HNE144,8,"WEN"
092HNE144,9,"HODGE"
092HNE144,10,"MAL"
092HNE145,1,"SNOWFLAKE 6"
092HNE145,2,"BLUE JAY"
092HNE146,1,"CONE"
092HNE146,2,"SKI"
092HNE147,1,"COURT 1"
092HNE147,2,"SKI 13-16"
092HNE148,1,"NOR 31"
092HNE148,2,"LONE STAR (L.1104)"
092HNE148,3,"CLIMAX"
092HNE148,4,"BOSS"
092HNE148,5,"BLUEY 2"
092HNE149,1,"NOR 19-22"
092HNE149,2,"NOR 19"
092HNE149,3,"NOR 22"
092HNE149,4,"HUB"
092HNE149,5,"CLIMAX"
092HNE149,6,"OTTER CREEK"
092HNE149,7,"NOR 23"
092HNE149,8,"BLUEY 2"
092HNE149,9,"ZOG"
092HNE150,1,"ZIG 3"
092HNE150,2,"BOSS"
092HNE150,3,"CLIMAX"
092HNE150,4,"ZAG"
092HNE150,5,"ZIG-ZAG"
092HNE151,1,"THALIA"
092HNE151,2,"THOR"
092HNE151,3,"BOSS"
092HNE151,4,"PRIZE"
092HNE151,5,"ADONIS"
092HNE151,6,"BOSS 80"
092HNE151,7,"ZIG"
092HNE152,1,"LOG 1"
092HNE152,2,"THOR"
092HNE152,3,"THALIA"
092HNE152,4,"HOOK LAKE"
092HNE153,1,"NELLIE"
092HNE153,2,"THOR"
092HNE153,3,"NELLIE 10-12"
092HNE154,1,"MOB 8"
092HNE154,2,"AIDA"
092HNE154,3,"RED"
092HNE155,1,"MOB 2"
092HNE155,2,"MOB 4"
092HNE155,3,"RED"
092HNE156,1,"MS"
092HNE156,2,"EJ"
092HNE156,3,"ROADBLOCK"
092HNE157,1,"MISS"
092HNE157,2,"HIT AND MISS"
092HNE158,1,"ON 1"
092HNE158,2,"FAN"
092HNE158,3,"BORAD"
092HNE159,1,"LAIRD LAKE"
092HNE159,2,"FAN"
092HNE160,1,"OELRICH CREEK"
092HNE161,1,"LEE"
092HNE161,2,"ALLISON"
092HNE162,1,"JRG"
092HNE163,1,"TULE LAKE"
092HNE163,2,"CHALCO"
092HNE163,3,"LOU 11"
092HNE163,4,"HALO 600"
092HNE163,5,"SHEAR 5-8"
092HNE164,1,"OX"
092HNE164,2,"BLAK"
092HNE164,3,"HH"
092HNE164,4,"MIX"
092HNE164,5,"THREE WAY"
092HNE164,6,"3 WAY"
092HNE164,7,"CAT"
092HNE165,1,"RENFREW"
092HNE165,2,"CLAREMONT"
092HNE165,3,"AMANDA"
092HNE165,4,"SIWASH SILVER"
092HNE165,5,"SNOWSTORM"
092HNE166,1,"AM"
092HNE166,2,"DEN"
092HNE166,3,"KENTUCKY"
092HNE166,4,"ALSCOPE"
092HNE166,5,"KEN"
092HNE167,1,"BLUEY"
092HNE167,2,"BLOO"
092HNE167,3,"NOR"
092HNE167,4,"TOM CAT"
092HNE168,1,"TINMILSH LAKE"
092HNE168,2,"BLUE JAY 16-17"
092HNE168,3,"BLUE JAY 12"
092HNE168,4,"LEE"
092HNE169,1,"PAR"
092HNE169,2,"ASPEN GROVE"
092HNE169,3,"DUNCAN"
092HNE170,1,"TOR"
092HNE171,1,"FRED"
092HNE171,2,"ALLISON"
092HNE172,1,"WESTERN TRENCHES"
092HNE172,2,"SIWASH SILVER"
092HNE173,1,"TROUT"
092HNE173,2,"TROUT 1"
092HNE174,1,"CM"
092HNE174,2,"SNOWFLAKE GOLD ZONE"
092HNE174,3,"SNOWFLAKE 10"
092HNE174,4,"SNOWFLAKE 7"
092HNE174,5,"GROVE"
092HNE175,1,"BLAK"
092HNE175,2,"OX"
092HNE175,3,"HH"
092HNE175,4,"MIX"
092HNE175,5,"CAT 4"
092HNE176,1,"RATS"
092HNE176,2,"MAC"
092HNE176,3,"ELK"
092HNE176,4,"JURA COPPER"
092HNE176,5,"CASTLE COPPER"
092HNE177,1,"AR"
092HNE177,2,"ASPEN"
092HNE177,3,"KEN"
092HNE178,1,"V.M. 4"
092HNE178,2,"SIWASH SILVER"
092HNE179,1,"JOY MINING PLACER"
092HNE179,2,"P.L. 1896"
092HNE180,1,"SHRIMPTON CREEK PLACER"
092HNE181,1,"ASPEN GROVE AGATE"
092HNE182,1,"HARMON LAKE"
092HNE183,1,"OTTER CREEK"
092HNE184,1,"OLIVINE MOUNTAIN"
092HNE184,2,"H & H"
092HNE184,3,"J & L"
092HNE184,4,"TINA CATHY"
092HNE184,5,"JAVORSKY'S REEF"
092HNE185,1,"HP"
092HNE185,2,"OSP"
092HNE185,3,"OSPREY-HP"
092HNE185,4,"HP 3-4"
092HNE186,1,"GOLDEN LODE"
092HNE186,2,"RAD"
092HNE186,3,"DWI"
092HNE186,4,"PETRA"
092HNE187,1,"CHICO"
092HNE187,2,"ALLISON CREEK"
092HNE187,3,"RITA-CHICO"
092HNE188,1,"FRASER GULCH"
092HNE189,1,"GRASSHOPPER MOUNTAIN OLIVINE"
092HNE189,2,"TULAMEEN OLIVINE"
092HNE190,1,"ALLISON LAKE"
092HNE190,2,"BURNS LAKE"
092HNE190,3,"B.C. MARL"
092HNE191,1,"DILL"
092HNE191,2,"TOBA"
092HNE192,1,"BEAR CREEK PLACER"
092HNE192,2,"LAWLESS CREEK"
092HNE193,1,"BOULDER CREEK PLACER"
092HNE193,2,"LOCKIE CREEK"
092HNE194,1,"CEDAR CREEK PLACER"
092HNE194,2,"MANION CREEK"
092HNE194,3,"SALMON AND BARKER LEASES"
092HNE195,1,"COLLINS GULCH PLACER"
092HNE196,1,"EAGLE CREEK PLACER"
092HNE196,2,"BRITTON CREEK"
092HNE197,1,"HINES CREEK PLACER"
092HNE197,2,"HINE CREEK"
092HNE198,1,"SLATE CREEK PLACER"
092HNE198,2,"OLIVINE CREEK"
092HNE199,1,"TULAMEEN RIVER PLACER"
092HNE199,2,"SOOTHERAN"
092HNE200,1,"FIVE MILE CREEK PLACER"
092HNE200,2,"HAYES CREEK"
092HNE201,1,"ASP 14"
092HNE201,2,"MARY JENSEN"
092HNE201,3,"JENSON'S"
092HNE202,1,"COPPER QUEEN"
092HNE202,2,"QUARTZ"
092HNE203,1,"SKI"
092HNE203,2,"SNOWFLAKE 7"
092HNE203,3,"QUIL"
092HNE203,4,"GROVE"
092HNE203,5,"JUNE"
092HNE203,6,"SKI 91,92"
092HNE204,1,"POT 1"
092HNE204,2,"POTHOLE COPPER ZONE"
092HNE205,1,"H & H"
092HNE205,2,"OLIVINE MOUNTAIN"
092HNE206,1,"WEST SIDE"
092HNE206,2,"CROSS CREEK"
092HNE206,3,"TRIANGLE FRACTION"
092HNE206,4,"LIQUIDATOR"
092HNE207,1,"RIDGE ZONE"
092HNE207,2,"D"
092HNE207,3,"GRASSHOPPER"
092HNE208,1,"BLUE GOLD"
092HNE208,2,"Z"
092HNE208,3,"MOUNT BRITTON"
092HNE209,1,"WHITE GOLD"
092HNE210,1,"BADGER"
092HNE210,2,"MUR"
092HNE211,1,"LOGAN'S"
092HNE211,2,"WELDEN"
092HNE212,1,"WELDEN 1"
092HNE213,1,"WELDEN 2"
092HNE213,2,"LAWLESS CREEK"
092HNE214,1,"LAWLESS CREEK (WEST BANK)"
092HNE215,1,"MINT"
092HNE215,2,"LAWLESS CREEK"
092HNE216,1,"SHELLEY"
092HNE216,2,"MURPHY"
092HNE216,3,"RAMBLER"
092HNE217,1,"DEN"
092HNE217,2,"LAWLESS CREEK"
092HNE217,3,"SKWUM CREEK"
092HNE218,1,"HENNING CREEK"
092HNE218,2,"LAWLESS CREEK"
092HNE218,3,"DEN"
092HNE219,1,"BRANDY"
092HNE219,2,"MOUNT RABBITT"
092HNE220,1,"CO"
092HNE220,2,"MATHENY"
092HNE220,3,"DAVES CANYON"
092HNE221,1,"ON 2"
092HNE221,2,"FAN"
092HNE221,3,"BORAD"
092HNE222,1,"ALLISON CREEK 2"
092HNE223,1,"CU"
092HNE223,2,"RL"
092HNE223,3,"ALLISON CREEK"
092HNE224,1,"DRY LAKE"
092HNE224,2,"ALLISON CREEK"
092HNE225,1,"LISA"
092HNE226,1,"DRY"
092HNE226,2,"LAKE"
092HNE226,3,"HAZEL"
092HNE227,1,"MOB 6"
092HNE227,2,"RED"
092HNE228,1,"MOB 11"
092HNE228,2,"RED"
092HNE229,1,"ANITA 14"
092HNE229,2,"SADIM 6"
092HNE230,1,"ANITA 18"
092HNE230,2,"SADIM 6"
092HNE231,1,"LUCKY"
092HNE231,2,"PIONEER"
092HNE231,3,"IRLY BIRD"
092HNE231,4,"F.H."
092HNE232,1,"BONACCI"
092HNE232,2,"SLEEPER"
092HNE232,3,"LUCKY 2"
092HNE233,1,"ER"
092HNE233,2,"RITA 1"
092HNE233,3,"SWAN 2"
092HNE234,1,"TUK"
092HNE234,2,"RITA"
092HNE234,3,"RAM"
092HNE234,4,"SWAN 3"
092HNE234,5,"MUF"
092HNE235,1,"RITA"
092HNE235,2,"SNOW"
092HNE235,3,"PINE"
092HNE235,4,"SWAN 1"
092HNE236,1,"APRIL"
092HNE236,2,"CORE"
092HNE236,3,"RON"
092HNE236,4,"BSM"
092HNE236,5,"SNOW"
092HNE236,6,"ADAM 1"
092HNE237,1,"COYNE"
092HNE237,2,"SNOW"
092HNE237,3,"SWAN 6-7"
092HNE237,4,"SNOW 1-9"
092HNE237,5,"ADAM 5"
092HNE238,1,"BSM"
092HNE238,2,"AXE"
092HNE238,3,"BSM 16"
092HNE238,4,"STAR 3"
092HNE238,5,"SWAN 7"
